purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
TOYOTA,PRIUS,2010,20001.0,1,1,60001 - 80000,F,Forties,JAPAN,Cost Estimators,3
VOLKSWAGEN,GOLF,2010,15001.0,1,1,60001 - 80000,M,Thirties,GERMANY,"Philosophy and Religion Teachers, Postsecondary",3
TOYOTA,PRIUS,2011,20001.0,0,1,140001 - 160000,M,Thirties,JAPAN,"Airline Pilots, Copilots, and Flight Engineers",3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,0,1,100001 - 120000,M,Thirties,UNITED STATES,Aerospace Engineers,3
TOYOTA,PRIUS V,2013,30001.0,0,1,140001 - 160000,M,Forties,JAPAN,Dentists,3
VOLKSWAGEN,GTI,2010,15001.0,1,1,60001 - 80000,F,Twenties,GERMANY,"Project Management Specialists and Business Operations Specialists, All Other",3
TOYOTA,PRIUS,2008,15001.0,1,1,80001 - 100000,M,Thirties,JAPAN,Atmospheric and Space Scientists,3
TOYOTA,PRIUS,2010,15001.0,0,1,80001 - 100000,U,Fifties,JAPAN,Mathematical Science Occupations,3
CHEVROLET,CAPTIVA SPORT,2013,15001.0,0,1,60001 - 80000,M,Twenties,UNITED STATES,Audiologists,3
TOYOTA,PRIUS,2012,25001.0,0,1,100001 - 120000,M,Fifties,JAPAN,Actuaries,3
NISSAN,VERSA NOTE,2014,15001.0,1,1,100001 - 120000,M,Fifties,JAPAN,Economists,3
TOYOTA,PRIUS,2010,15001.0,1,1,80001 - 100000,M,Forties,JAPAN,"Administrative Law Judges, Adjudicators, and Hearing Officers",3
TOYOTA,PRIUS,2010,20001.0,0,1,200001+,M,Thirties,JAPAN,Family Medicine Physicians,3
FORD,C-MAX,2013,25001.0,1,1,200001+,F,Fifties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
HONDA,CR-Z,2011,15001.0,1,1,100001 - 120000,M,Forties,JAPAN,Top Executives,3
JEEP,LIBERTY,2012,20001.0,0,1,100001 - 120000,F,Twenties,UNITED STATES,General and Operations Managers,3
JEEP,LIBERTY,2010,15001.0,1,1,60001 - 80000,M,Thirties,UNITED STATES,Human Resources Specialists,3
MINI,COOPER,2009,20001.0,1,1,140001 - 160000,M,Thirties,UNITED KINGDOM,Dentists,3
TOYOTA,PRIUS,2011,20001.0,1,1,60001 - 80000,F,Forties,JAPAN,Boilermakers,3
SUBARU,OUTBACK,2011,20001.0,1,1,60001 - 80000,M,Unknown,JAPAN,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",3
SCION,XB,2011,15001.0,1,1,100001 - 120000,M,Thirties,UNITED STATES,"Law Teachers, Postsecondary",3
VOLKSWAGEN,GTI,2012,15001.0,1,1,200001+,M,Fifties,GERMANY,Family Medicine Physicians,3
BMW,128,2011,20001.0,1,1,80001 - 100000,F,Thirties,GERMANY,Architecture and Engineering Occupations,3
MITSUBISHI,ECLIPSE,2012,15001.0,0,1,80001 - 100000,F,Thirties,JAPAN,Other Management Occupations,3
MINI,COOPER,2009,15001.0,0,1,100001 - 120000,F,Thirties,UNITED KINGDOM,Sales Engineers,3
HONDA,CR-Z,2011,15001.0,0,1,140001 - 160000,F,Fifties,JAPAN,"Airline Pilots, Copilots, and Flight Engineers",3
BMW,128,2009,20001.0,1,1,200001+,F,Forties,GERMANY,Family Medicine Physicians,3
LEXUS,CT 200H,2011,25001.0,1,1,140001 - 160000,M,Forties,JAPAN,Computer and Information Systems Managers,3
TOYOTA,PRIUS,2010,15001.0,1,1,200001+,M,Thirties,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
INFINITI,FX35,2011,30001.0,1,1,60001 - 80000,M,Forties,JAPAN,Epidemiologists,3
VOLKSWAGEN,R32,2008,20001.0,1,1,120001 - 140000,M,Forties,GERMANY,Marketing and Sales Managers,3
BMW,128,2008,25001.0,1,1,80001 - 100000,M,Fifties,GERMANY,Mechanical Engineers,3
JEEP,LIBERTY,2008,15001.0,1,1,60001 - 80000,F,Forties,UNITED STATES,"Special Education Teachers, Middle School",3
TOYOTA,PRIUS,2010,15001.0,0,1,80001 - 100000,M,Thirties,JAPAN,First-Line Supervisors of Police and Detectives,3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,1,1,80001 - 100000,F,Forties,UNITED STATES,"Architecture Teachers, Postsecondary",3
JEEP,LIBERTY,2011,15001.0,1,1,80001 - 100000,M,Twenties,UNITED STATES,Construction Managers,3
VOLKSWAGEN,GOLF,2012,15001.0,1,1,60001 - 80000,F,Fifties,GERMANY,Construction and Building Inspectors,3
TOYOTA,PRIUS,2010,15001.0,1,1,80001 - 100000,F,Fifties,JAPAN,Materials Engineers,3
TOYOTA,PRIUS,2013,25001.0,0,1,120001 - 140000,M,Fifties,JAPAN,Advertising and Promotions Managers,3
TOYOTA,PRIUS,2009,15001.0,1,1,80001 - 100000,F,Thirties,JAPAN,Mechanical Engineers,3
JEEP,LIBERTY,2012,15001.0,1,1,80001 - 100000,F,Twenties,UNITED STATES,"Health Specialties Teachers, Postsecondary",3
BMW,135,2011,25001.0,1,1,60001 - 80000,M,Thirties,GERMANY,Registered Nurses,3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,1,1,60001 - 80000,M,Thirties,UNITED STATES,Respiratory Therapists,3
MINI,COOPER,2011,15001.0,0,1,100001 - 120000,U,Forties,UNITED KINGDOM,Human Resources Managers,3
VOLVO,C30,2008,10001.0,1,1,140001 - 160000,M,Fifties,SWEDEN,Computer and Information Systems Managers,3
JEEP,LIBERTY,2012,20001.0,1,1,100001 - 120000,F,Fifties,UNITED STATES,Sales Engineers,3
HONDA,FIT,2012,15001.0,0,1,60001 - 80000,F,Twenties,JAPAN,Market Research Analysts and Marketing Specialists,3
INFINITI,FX35,2009,25001.0,1,1,200001+,U,Forties,JAPAN,General Internal Medicine Physicians,3
VOLKSWAGEN,GTI,2010,15001.0,0,1,80001 - 100000,M,Thirties,GERMANY,Materials Engineers,3
TOYOTA,PRIUS,2010,15001.0,0,1,60001 - 80000,F,Forties,JAPAN,First-Line Supervisors of Production and Operating Workers,3
TOYOTA,PRIUS C,2013,15001.0,0,1,60001 - 80000,M,Forties,JAPAN,Chiropractors,3
SUBARU,OUTBACK,2011,20001.0,0,1,140001 - 160000,M,Forties,JAPAN,Computer and Information Systems Managers,3
JEEP,LIBERTY,2012,15001.0,0,1,60001 - 80000,M,Thirties,UNITED STATES,Diagnostic Medical Sonographers,3
JEEP,LIBERTY,2011,15001.0,1,1,60001 - 80000,M,Fifties,UNITED STATES,"History Teachers, Postsecondary",3
TOYOTA,PRIUS,2010,20001.0,0,1,80001 - 100000,M,Forties,JAPAN,Elevator and Escalator Installers and Repairers,3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,1,1,100001 - 120000,U,Thirties,UNITED STATES,Industrial Production Managers,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,U,HundredPlus,JAPAN,"Environmental Scientists and Specialists, Including Health",3
LEXUS,CT 200H,2012,25001.0,1,1,120001 - 140000,M,Twenties,JAPAN,Marketing Managers,3
TOYOTA,PRIUS,2012,15001.0,0,1,80001 - 100000,M,Twenties,JAPAN,Biochemists and Biophysicists,3
CHEVROLET,CAPTIVA SPORT,2013,15001.0,1,1,60001 - 80000,F,Thirties,UNITED STATES,"Actors, Producers, and Directors",3
BMW,128,2012,30001.0,1,1,100001 - 120000,M,Thirties,GERMANY,Nurse Practitioners,3
JEEP,LIBERTY,2012,15001.0,0,1,80001 - 100000,M,Sixties,UNITED STATES,Agricultural Engineers,3
TOYOTA,YARIS,2008,10001.0,1,1,100001 - 120000,M,Forties,JAPAN,Nurse Midwives,3
HONDA,FIT,2008,10001.0,0,1,180001 - 200000,M,Fifties,JAPAN,Chief Executives,3
JEEP,LIBERTY,2010,15001.0,0,1,60001 - 80000,F,Thirties,UNITED STATES,Supervisors of Construction and Extraction Workers,3
TOYOTA,PRIUS,2010,15001.0,1,1,100001 - 120000,M,Forties,JAPAN,Physician Assistants,3
AUDI,A7,2012,55001.0,0,1,200001+,M,Forties,GERMANY,General Internal Medicine Physicians,3
BMW,135,2008,25001.0,1,0,100001 - 120000,F,Forties,GERMANY,Electrical and Electronics Engineers,3
MITSUBISHI,ECLIPSE,2012,10001.0,1,1,60001 - 80000,F,Forties,JAPAN,Epidemiologists,3
SUBARU,OUTBACK,2011,20001.0,1,1,60001 - 80000,M,Fifties,JAPAN,Miscellaneous Plant and System Operators,3
MINI,COOPER,2011,20001.0,1,1,140001 - 160000,M,Fifties,UNITED KINGDOM,Dentists,3
TOYOTA,PRIUS,2010,15001.0,0,1,60001 - 80000,F,Thirties,JAPAN,"Social Sciences Teachers, Postsecondary, All Other",3
MINI,COOPER,2009,20001.0,0,1,140001 - 160000,M,Fifties,UNITED KINGDOM,"Dentists, All Other Specialists",3
BMW,135,2010,25001.0,1,1,60001 - 80000,F,Forties,GERMANY,"Social Workers, All Other",3
TOYOTA,PRIUS,2012,20001.0,1,1,60001 - 80000,M,Forties,JAPAN,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",3
INFINITI,FX35,2010,30001.0,0,1,100001 - 120000,F,Thirties,JAPAN,Nurse Practitioners,3
MINI,COOPER,2011,20001.0,1,1,100001 - 120000,M,Thirties,UNITED KINGDOM,Nurse Practitioners,3
JEEP,LIBERTY,2011,20001.0,1,1,200001+,F,Sixties,UNITED STATES,General Internal Medicine Physicians,3
NISSAN,MURANO CROSS CABRIOLET,2011,30001.0,1,1,200001+,M,Forties,JAPAN,Family Medicine Physicians,3
VOLKSWAGEN,GTI,2011,20001.0,0,1,60001 - 80000,U,Twenties,GERMANY,Special Effects Artists and Animators,3
LEXUS,CT 200H,2011,25001.0,0,1,200001+,M,Fifties,JAPAN,General Internal Medicine Physicians,3
MINI,COOPER,2012,25001.0,1,1,60001 - 80000,M,Forties,UNITED KINGDOM,Public Relations Specialists,3
TOYOTA,PRIUS,2013,20001.0,0,1,100001 - 120000,F,Forties,JAPAN,Optometrists,3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,0,1,60001 - 80000,U,Thirties,UNITED STATES,"Captains, Mates, and Pilots of Water Vessels",3
JEEP,LIBERTY,2012,15001.0,0,1,100001 - 120000,M,Fifties,UNITED STATES,Electrical and Electronics Engineers,3
JEEP,LIBERTY,2012,15001.0,1,1,140001 - 160000,M,Forties,UNITED STATES,Computer and Information Systems Managers,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,F,Forties,JAPAN,"Claims Adjusters, Appraisers, Examiners, and Investigators",3
MINI,COOPER,2008,20001.0,1,1,60001 - 80000,F,Forties,UNITED KINGDOM,Rail Transportation Workers,3
HONDA,FIT,2011,15001.0,0,1,80001 - 100000,F,Forties,JAPAN,Power Distributors and Dispatchers,3
BMW,128,2010,20001.0,1,1,140001 - 160000,F,Forties,GERMANY,"Airline Pilots, Copilots, and Flight Engineers",3
TOYOTA,PRIUS,2011,20001.0,1,1,60001 - 80000,M,Thirties,JAPAN,Cost Estimators,3
INFINITI,FX35,2008,25001.0,1,1,100001 - 120000,M,Thirties,JAPAN,Actuaries,3
TOYOTA,PRIUS,2010,20001.0,0,1,160001 - 180000,M,Forties,JAPAN,"Pediatricians, General",3
SUBARU,OUTBACK,2013,25001.0,0,1,140001 - 160000,U,Thirties,JAPAN,Architectural and Engineering Managers,3
TOYOTA,PRIUS,2010,15001.0,1,1,100001 - 120000,M,Thirties,JAPAN,Chemical Engineers,3
TOYOTA,MATRIX,2010,15001.0,0,1,100001 - 120000,M,Sixties,JAPAN,Software Developers and Software Quality Assurance Analysts and Testers,3
INFINITI,FX35,2005,20001.0,0,1,140001 - 160000,U,Thirties,JAPAN,Architectural and Engineering Managers,3
BMW,128,2008,20001.0,0,1,140001 - 160000,F,Fifties,GERMANY,Dentists,3
JEEP,LIBERTY,2012,15001.0,0,1,80001 - 100000,M,Twenties,UNITED STATES,Electrical Engineers,3
INFINITI,FX35,2009,25001.0,1,1,60001 - 80000,F,HundredPlus,JAPAN,Secondary School Teachers,3
MINI,COOPER,2011,20001.0,0,1,100001 - 120000,F,Forties,UNITED KINGDOM,Sales Engineers,3
TOYOTA,PRIUS,2010,20001.0,1,1,160001 - 180000,F,Thirties,JAPAN,Nurse Anesthetists,3
JEEP,LIBERTY,2011,15001.0,0,1,100001 - 120000,F,Forties,UNITED STATES,Miscellaneous Physical Scientists,3
JEEP,LIBERTY,2012,15001.0,1,1,60001 - 80000,F,Forties,UNITED STATES,"Compensation, Benefits, and Job Analysis Specialists",3
TOYOTA,PRIUS,2006,15001.0,1,1,100001 - 120000,F,Forties,JAPAN,Miscellaneous Physical Scientists,3
LEXUS,CT 200H,2012,25001.0,0,1,0 - 20000,M,Fifties,JAPAN,Shampooers,3
BMW,128,2011,25001.0,0,1,180001 - 200000,F,Forties,GERMANY,Chief Executives,3
JEEP,LIBERTY,2011,15001.0,1,1,60001 - 80000,F,Thirties,UNITED STATES,Subway and Streetcar Operators,3
HONDA,FIT,2012,15001.0,1,1,60001 - 80000,F,Twenties,JAPAN,Occupational Health and Safety Specialists,3
TOYOTA,PRIUS,2010,15001.0,0,1,140001 - 160000,M,Fifties,JAPAN,"Dentists, All Other Specialists",3
TOYOTA,YARIS,2012,10001.0,0,1,100001 - 120000,F,Fifties,JAPAN,Management Occupations,3
TOYOTA,PRIUS,2011,15001.0,1,1,60001 - 80000,F,Fifties,JAPAN,Police and Sheriff's Patrol Officers,3
CHEVROLET,CAPTIVA SPORT,2013,20001.0,1,1,80001 - 100000,M,Thirties,UNITED STATES,Veterinarians,3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,1,1,60001 - 80000,M,Fifties,UNITED STATES,"Claims Adjusters, Appraisers, Examiners, and Investigators",3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,0,1,200001+,M,Seventies,UNITED STATES,General Internal Medicine Physicians,3
KIA,SOUL,2012,15001.0,1,0,100001 - 120000,M,Forties,SOUTH KOREA,Sales Engineers,3
MITSUBISHI,ECLIPSE,2012,10001.0,0,1,60001 - 80000,M,Thirties,JAPAN,"Model Makers and Patternmakers, Wood",3
JEEP,LIBERTY,2010,15001.0,1,1,60001 - 80000,F,Fifties,UNITED STATES,"Special Education Teachers, Kindergarten and Elementary School",3
TOYOTA,PRIUS,2010,20001.0,1,1,100001 - 120000,F,Forties,JAPAN,Optometrists,3
JEEP,LIBERTY,2011,15001.0,0,1,80001 - 100000,M,Twenties,UNITED STATES,Genetic Counselors,3
MINI,COOPER,2010,15001.0,1,1,100001 - 120000,M,Forties,UNITED KINGDOM,"Law Teachers, Postsecondary",3
TOYOTA,PRIUS,2010,15001.0,0,1,60001 - 80000,M,Twenties,JAPAN,"Farmers, Ranchers, and Other Agricultural Managers",3
NISSAN,CUBE,2011,10001.0,1,1,60001 - 80000,M,Fifties,JAPAN,"Farmers, Ranchers, and Other Agricultural Managers",3
NISSAN,CUBE,2009,10001.0,1,1,100001 - 120000,F,Fifties,JAPAN,"Lawyers, Judges, and Related Workers",3
TOYOTA,PRIUS,2010,15001.0,1,1,80001 - 100000,M,Thirties,JAPAN,Administrative Services and Facilities Managers,3
INFINITI,FX35,2006,20001.0,0,1,60001 - 80000,F,Fifties,JAPAN,Emergency Management Directors,3
TOYOTA,YARIS,2010,10001.0,1,1,100001 - 120000,F,Twenties,JAPAN,Computer Hardware Engineers,3
INFINITI,FX35,2007,20001.0,1,1,80001 - 100000,M,Thirties,JAPAN,Construction Managers,3
TOYOTA,PRIUS,2013,25001.0,1,1,60001 - 80000,U,Forties,JAPAN,"Insurance Appraisers, Auto Damage",3
MINI,COOPER,2009,15001.0,0,1,100001 - 120000,M,Forties,UNITED KINGDOM,General and Operations Managers,3
MINI,COOPER,2012,20001.0,1,1,60001 - 80000,F,Fifties,UNITED KINGDOM,"Special Education Teachers, Middle School",3
TOYOTA,PRIUS,2010,15001.0,1,1,80001 - 100000,M,Twenties,JAPAN,Marine Engineers and Naval Architects,3
TOYOTA,YARIS,2009,10001.0,1,1,100001 - 120000,M,Thirties,JAPAN,Human Resources Managers,3
TOYOTA,PRIUS,2010,20001.0,0,1,80001 - 100000,F,Thirties,JAPAN,"Mining and Geological Engineers, Including Mining Safety Engineers",3
LEXUS,RX 330,2005,15001.0,1,1,100001 - 120000,F,Thirties,JAPAN,"Electronics Engineers, Except Computer",3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,0,1,200001+,M,Fifties,UNITED STATES,General Internal Medicine Physicians,3
NISSAN,MURANO CROSS CABRIOLET,2011,25001.0,1,1,60001 - 80000,M,Thirties,JAPAN,"Education Teachers, Postsecondary",3
DODGE,CALIBER,2012,15001.0,0,1,100001 - 120000,M,Thirties,UNITED STATES,Human Resources Managers,3
TOYOTA,PRIUS,2008,15001.0,1,1,60001 - 80000,M,Forties,JAPAN,"Clinical, Counseling, and School Psychologists",3
TOYOTA,PRIUS,2011,20001.0,1,1,60001 - 80000,F,Twenties,JAPAN,First-Line Supervisors of Non-Retail Sales Workers,3
JEEP,LIBERTY,2011,15001.0,0,1,200001+,M,Fifties,UNITED STATES,Family Medicine Physicians,3
SCION,XB,2011,15001.0,1,1,60001 - 80000,F,Sixties,UNITED STATES,Special Education Teachers,3
MAZDA,MAZDA2,2012,10001.0,1,1,80001 - 100000,M,Sixties,JAPAN,Genetic Counselors,3
TOYOTA,PRIUS,2010,20001.0,1,1,80001 - 100000,M,Forties,JAPAN,Social Scientists and Related Workers,3
CHEVROLET,VOLT,2013,30001.0,1,1,80001 - 100000,M,Sixties,UNITED STATES,Statisticians,3
VOLVO,C30,2009,15001.0,0,1,140001 - 160000,M,Sixties,SWEDEN,Computer and Information Systems Managers,3
SUBARU,OUTBACK,2011,20001.0,1,1,60001 - 80000,M,Thirties,JAPAN,Technical Writers,3
NISSAN,CUBE,2010,10001.0,1,1,80001 - 100000,M,Thirties,JAPAN,Materials Engineers,3
JEEP,LIBERTY,2012,15001.0,0,1,200001+,M,Forties,UNITED STATES,General Internal Medicine Physicians,3
HONDA,FIT,2013,15001.0,1,1,80001 - 100000,F,Fifties,JAPAN,Miscellaneous Social Scientists and Related Workers,3
JEEP,LIBERTY,2011,15001.0,1,1,80001 - 100000,M,Forties,UNITED STATES,"Computer Occupations, All Other",3
FORD,C-MAX,2013,20001.0,0,1,100001 - 120000,M,Thirties,UNITED STATES,General and Operations Managers,3
JEEP,LIBERTY,2011,20001.0,0,1,80001 - 100000,F,Forties,UNITED STATES,Architecture and Engineering Occupations,3
JEEP,LIBERTY,2008,15001.0,1,1,60001 - 80000,M,Sixties,UNITED STATES,First-Line Supervisors of Construction Trades and Extraction Workers,3
TOYOTA,PRIUS,2010,20001.0,1,1,80001 - 100000,M,Twenties,JAPAN,Marine Engineers and Naval Architects,3
JEEP,LIBERTY,2012,15001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,Funeral Home Managers,3
BMW,135,2011,30001.0,1,1,80001 - 100000,F,Thirties,GERMANY,"Education Administrators, Kindergarten through Secondary",3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,0,1,60001 - 80000,F,Forties,UNITED STATES,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",3
JEEP,LIBERTY,2012,15001.0,1,1,100001 - 120000,F,Forties,UNITED STATES,Medical and Health Services Managers,3
VOLKSWAGEN,GTI,2011,15001.0,1,1,100001 - 120000,M,Forties,GERMANY,Nurse Midwives,3
BMW,128,2011,20001.0,0,1,80001 - 100000,F,Twenties,GERMANY,Elevator and Escalator Installers and Repairers,3
MINI,COOPER,2011,25001.0,1,1,140001 - 160000,F,Forties,UNITED KINGDOM,Architectural and Engineering Managers,3
CHEVROLET,CAPTIVA SPORT,2013,15001.0,0,1,60001 - 80000,M,Fifties,UNITED STATES,"First-Line Supervisors of Mechanics, Installers, and Repairers",3
JEEP,LIBERTY,2010,15001.0,1,1,80001 - 100000,F,Forties,UNITED STATES,Engineers,3
MAZDA,MAZDA2,2012,10001.0,1,1,140001 - 160000,M,Forties,JAPAN,"Dentists, General",3
TOYOTA,YARIS,2012,10001.0,1,1,60001 - 80000,F,Twenties,JAPAN,Boilermakers,3
SUBARU,OUTBACK,2012,25001.0,1,1,80001 - 100000,F,Twenties,JAPAN,"Administrative Law Judges, Adjudicators, and Hearing Officers",3
NISSAN,CUBE,2012,15001.0,0,1,180001 - 200000,M,Fifties,JAPAN,Chief Executives,3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,1,1,200001+,M,Forties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
TOYOTA,PRIUS,2011,15001.0,0,1,80001 - 100000,M,Thirties,JAPAN,"Biological Science Teachers, Postsecondary",3
TOYOTA,YARIS,2012,10001.0,1,1,80001 - 100000,M,Forties,JAPAN,Veterinarians,3
VOLKSWAGEN,GOLF,2012,20001.0,1,1,80001 - 100000,M,Thirties,GERMANY,Geographers,3
TOYOTA,PRIUS,2010,15001.0,0,1,80001 - 100000,F,Forties,JAPAN,"Computer Occupations, All Other",3
TOYOTA,PRIUS,2010,20001.0,0,1,200001+,M,Fifties,JAPAN,General Internal Medicine Physicians,3
HONDA,FIT,2010,10001.0,1,1,60001 - 80000,F,Thirties,JAPAN,"Secondary School Teachers, Except Special and Career/Technical Education",3
TOYOTA,PRIUS,2010,15001.0,0,1,140001 - 160000,M,Twenties,JAPAN,Dentists,3
VOLKSWAGEN,GOLF,2011,20001.0,0,1,60001 - 80000,M,Twenties,GERMANY,"Claims Adjusters, Examiners, and Investigators",3
INFINITI,FX35,2007,20001.0,0,1,100001 - 120000,M,Thirties,JAPAN,Training and Development Managers,3
MINI,COOPER,2012,20001.0,1,1,180001 - 200000,M,Forties,UNITED KINGDOM,Chief Executives,3
TOYOTA,PRIUS,2008,15001.0,0,1,60001 - 80000,F,Forties,JAPAN,"Career/Technical Education Teachers, Middle School",3
JEEP,LIBERTY,2012,15001.0,0,1,100001 - 120000,F,Forties,UNITED STATES,Nuclear Power Reactor Operators,3
JEEP,LIBERTY,2012,15001.0,1,1,80001 - 100000,M,Fifties,UNITED STATES,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",3
TOYOTA,PRIUS,2011,20001.0,1,1,60001 - 80000,M,Fifties,JAPAN,First-Line Supervisors of Production and Operating Workers,3
TOYOTA,PRIUS,2011,20001.0,0,1,100001 - 120000,M,Thirties,JAPAN,"Law Teachers, Postsecondary",3
TOYOTA,PRIUS,2010,20001.0,1,1,80001 - 100000,F,Thirties,JAPAN,"Health Teachers, Postsecondary",3
TOYOTA,PRIUS,2010,20001.0,1,1,60001 - 80000,M,Fifties,JAPAN,"Makeup Artists, Theatrical and Performance",3
MITSUBISHI,ECLIPSE,2012,15001.0,0,1,80001 - 100000,M,Forties,JAPAN,"Anthropology and Archeology Teachers, Postsecondary",3
LEXUS,CT 200H,2012,25001.0,1,1,200001+,M,Forties,JAPAN,General Internal Medicine Physicians,3
JEEP,LIBERTY,2009,15001.0,1,1,80001 - 100000,U,Fifties,UNITED STATES,Nuclear Technicians,3
JEEP,LIBERTY,2008,15001.0,0,1,60001 - 80000,F,Fifties,UNITED STATES,Audiologists,3
INFINITI,FX35,2006,15001.0,1,1,60001 - 80000,M,Twenties,JAPAN,"Chemistry Teachers, Postsecondary",3
LEXUS,RX 330,2006,15001.0,1,1,100001 - 120000,F,Thirties,JAPAN,Industrial Production Managers,3
TOYOTA,PRIUS,2008,15001.0,1,1,60001 - 80000,M,Thirties,JAPAN,Court Reporters and Simultaneous Captioners,3
VOLVO,C30,2008,15001.0,1,1,60001 - 80000,F,Thirties,SWEDEN,Cost Estimators,3
TOYOTA,PRIUS,2010,20001.0,1,1,60001 - 80000,F,Forties,JAPAN,Instructional Coordinators,3
INFINITI,FX35,2009,30001.0,1,1,60001 - 80000,F,Forties,JAPAN,"Social Workers, All Other",3
TOYOTA,PRIUS,2010,15001.0,0,1,80001 - 100000,M,Thirties,JAPAN,Management Analysts,3
TOYOTA,PRIUS,2009,15001.0,0,1,200001+,M,Sixties,JAPAN,General Internal Medicine Physicians,3
HONDA,CR-Z,2011,15001.0,1,1,200001+,M,Fifties,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
AUDI,A7,2013,55001.0,1,1,60001 - 80000,F,Sixties,GERMANY,Chemical Plant and System Operators,3
JEEP,LIBERTY,2011,15001.0,0,1,60001 - 80000,F,Forties,UNITED STATES,Historians,3
TOYOTA,PRIUS,2010,20001.0,0,1,200001+,F,Thirties,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
BMW,128,2011,20001.0,1,1,60001 - 80000,F,Thirties,GERMANY,First-Line Supervisors of Construction Trades and Extraction Workers,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,M,Thirties,JAPAN,Budget Analysts,3
SCION,XB,2011,15001.0,1,1,60001 - 80000,U,Twenties,UNITED STATES,Soil and Plant Scientists,3
TOYOTA,PRIUS V,2013,25001.0,1,1,100001 - 120000,M,Fifties,JAPAN,Training and Development Managers,3
JEEP,LIBERTY,2011,15001.0,1,1,100001 - 120000,F,Sixties,UNITED STATES,General and Operations Managers,3
MITSUBISHI,ECLIPSE,2012,15001.0,1,1,80001 - 100000,U,Thirties,JAPAN,Genetic Counselors,3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,0,1,80001 - 100000,F,Thirties,UNITED STATES,Atmospheric and Space Scientists,3
INFINITI,FX35,2011,30001.0,1,1,100001 - 120000,F,Forties,JAPAN,Nurse Practitioners,3
TOYOTA,PRIUS C,2013,15001.0,0,1,200001+,M,Forties,JAPAN,General Internal Medicine Physicians,3
VOLVO,C30,2011,20001.0,0,1,80001 - 100000,F,Forties,SWEDEN,Miscellaneous Engineers,3
SUBARU,OUTBACK,2007,15001.0,1,1,140001 - 160000,M,Sixties,JAPAN,Computer and Information Systems Managers,3
MINI,COOPER,2010,15001.0,1,1,100001 - 120000,F,Fifties,UNITED KINGDOM,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",3
SCION,XB,2010,15001.0,1,1,100001 - 120000,U,Forties,UNITED STATES,Mathematicians,3
SCION,XD,2012,15001.0,1,1,100001 - 120000,M,Thirties,UNITED STATES,Training and Development Managers,3
MINI,COOPER,2009,20001.0,1,1,140001 - 160000,F,Twenties,UNITED KINGDOM,"Dentists, General",3
TOYOTA,MATRIX,2011,10001.0,0,1,200001+,U,Thirties,JAPAN,General Internal Medicine Physicians,3
